Days_for_shipping_(real),Days_for_shipment_(scheduled),Delivery_Status,Late_delivery_risk,Customer_City,Customer_Country,Customer_Zipcode,Latitude,Longitude,Market,Order_City,Order_Country,Order_Region,Order_State,Order_Status,Product_Name,Product_Price,Shipping_Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order_city_latitude,order_city_longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.2046299,-66.03705597,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Summer dresses,215.8200073,Standard Class,13-12-2024,3:13:00,18-12-2024,3:13:00,5,Delayed,13.0825,80.275,14940.39798,1,14940.398,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.21998596,-66.03705597,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Summer dresses,215.8200073,Standard Class,30-01-2025,5:57:00,05-02-2025,5:57:00,6,Delayed,8.5241,76.9366,14979.88242,1,14979.8824,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.24813652,-66.37062836,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,08-01-2023,6:29:00,12-01-2023,6:29:00,4,Delayed,11.0167,76.9556,14839.98842,1,14839.9884,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.26167488,-66.3706131,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,03-11-2022,19:11:00,07-11-2022,19:11:00,4,Delayed,15.85,74.5,14293.00621,1,14293.0062,4,8
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.20823097,-66.0370636,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Fighting video games,39.75,Standard Class,18-01-2025,2:49:00,23-01-2025,2:49:00,5,Delayed,13.0825,80.275,14940.13633,1,14940.1363,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.26194191,-66.03705597,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Rock music,260.6499939,Standard Class,06-01-2025,3:53:00,12-01-2025,3:53:00,6,Delayed,15.3502,75.1376,14353.63616,1,14353.6362,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.26194191,-66.03705597,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Rock music,260.6499939,Standard Class,06-01-2025,3:53:00,12-01-2025,3:53:00,6,Delayed,15.355,75.1362,14353.17856,1,14353.1786,4,10
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.21369362,-66.0370636,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Fighting video games,39.75,Standard Class,25-01-2025,13:29:00,30-01-2025,13:29:00,5,Delayed,13.0825,80.275,14939.73848,1,14939.7385,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.20739365,-66.37059021,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,15-03-2023,19:31:00,21-03-2023,19:31:00,6,Delayed,11.0167,76.9556,14842.65551,1,14842.6555,4,10
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.22939491,-66.03705597,Pacific Asia,Belgaum,India,South Asia,Karnataka,ON_HOLD,Porcelain crafts,461.480011,Standard Class,29-12-2024,22:07:00,03-01-2025,22:07:00,5,Delayed,15.85,74.5,14267.86807,1,14267.8681,4,9
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26872444,-66.37051392,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,24-02-2023,11:30:00,27-02-2023,11:30:00,3,On time,13.0825,80.275,14962.25489,1,14962.2549,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26872444,-66.37051392,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,24-02-2023,11:30:00,27-02-2023,11:30:00,3,On time,13.0825,80.275,14962.25489,1,14962.2549,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26937485,-66.37060547,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,01-03-2023,20:36:00,06-03-2023,20:36:00,5,Delayed,13.0825,80.275,14962.21446,1,14962.2145,4,9
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26937485,-66.37060547,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,01-03-2023,20:36:00,06-03-2023,20:36:00,5,Delayed,13.0825,80.275,14962.21446,1,14962.2145,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.20739365,-66.37059021,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,15-03-2023,19:31:00,21-03-2023,19:31:00,6,Delayed,11.0167,76.9556,14842.65551,1,14842.6555,4,10
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26872444,-66.37051392,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,24-02-2023,11:30:00,27-02-2023,11:30:00,3,On time,13.0825,80.275,14962.25489,1,14962.2549,4,7
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.20739365,-66.37059021,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,15-03-2023,19:31:00,21-03-2023,19:31:00,6,Delayed,11.0167,76.9556,14842.65551,1,14842.6555,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.22071266,-66.3705368,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,11-11-2022,16:22:00,15-11-2022,16:22:00,4,Delayed,9.9252,78.1198,15016.98655,1,15016.9865,4,8
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26937485,-66.37060547,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,01-03-2023,20:36:00,06-03-2023,20:36:00,5,Delayed,13.0825,80.275,14962.21446,1,14962.2145,4,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.23293114,-66.0370636,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,ON_HOLD,Fighting video games,39.75,Standard Class,20-01-2025,6:19:00,22-01-2025,6:19:00,2,On time,11.1085,77.3411,14839.03735,1,14839.0373,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.20692635,-66.03705597,Pacific Asia,Bangalore,India,South Asia,Karnataka,ON_HOLD,Fighting video games,39.75,Standard Class,08-12-2024,20:13:00,14-12-2024,20:13:00,6,Delayed,12.9789,77.5917,14729.65242,1,14729.6524,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.23605919,-66.37056732,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,09-03-2023,7:58:00,11-03-2023,7:58:00,2,On time,13.1147,80.1098,14949.09209,1,14949.0921,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.26167488,-66.3706131,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's Deutschland Weltmeister Winners Bl,30,Standard Class,03-11-2022,19:11:00,07-11-2022,19:11:00,4,Delayed,15.85,74.5,14293.00621,1,14293.0062,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.2421093,-66.37052155,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,23-02-2023,2:34:00,27-02-2023,2:34:00,4,Delayed,13.0825,80.275,14964.2072,1,14964.2072,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.26167488,-66.3706131,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,03-11-2022,19:11:00,07-11-2022,19:11:00,4,Delayed,15.85,74.5,14293.00621,1,14293.0062,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22240639,-66.37059784,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Glove It Urban Brick Golf Towel,15.98999977,Standard Class,21-12-2022,13:52:00,23-12-2022,13:52:00,2,On time,13.1147,80.1098,14950.0929,1,14950.0929,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.20739365,-66.37059021,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,Standard Class,15-03-2023,19:31:00,21-03-2023,19:31:00,6,Delayed,11.0167,76.9556,14842.65551,1,14842.6555,4,10
2,1,Late delivery,1,Philadelphia,USA,19140,40.00958252,-75.15264893,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,28-12-2022,20:20:00,30-12-2022,20:20:00,2,On time,13.0825,80.275,13588.69157,0.5,6794.3458,2,4
2,1,Late delivery,1,Philadelphia,USA,19140,40.00958252,-75.15264893,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,28-12-2022,20:20:00,30-12-2022,20:20:00,2,On time,13.0825,80.275,13588.69157,0.5,6794.3458,2,4
2,1,Late delivery,1,Philadelphia,USA,19140,40.00958252,-75.15264893,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,28-12-2022,20:20:00,30-12-2022,20:20:00,2,On time,13.0825,80.275,13588.69157,0.5,6794.3458,2,4
2,1,Late delivery,1,San Antonio,USA,78250,29.51912117,-98.68292236,Pacific Asia,Bangalore,India,South Asia,Karnataka,ON_HOLD,Men's gala suit,210.8500061,First Class,04-01-2025,17:33:00,06-01-2025,17:33:00,2,On time,12.9789,77.5917,15272.64908,0.5,7636.3245,2,4
2,1,Late delivery,1,Van Nuys,USA,91405,34.20728684,-118.4487152,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,25-10-2022,21:28:00,27-10-2022,21:28:00,2,On time,13.0825,80.275,14396.28443,0.5,7198.1422,2,4
2,1,Late delivery,1,Piscataway,USA,8854,40.55156326,-74.44460297,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,03-11-2022,0:16:00,05-11-2022,0:16:00,2,On time,12.8681,74.8425,13285.06953,0.5,6642.5348,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.3502,75.1376,14357.3715,0.5,7178.6858,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.355,75.1362,14356.91264,0.5,7178.4563,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.3502,75.1376,14357.3715,0.5,7178.6858,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.355,75.1362,14356.91264,0.5,7178.4563,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.3502,75.1376,14384.10434,0.5,7192.0522,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.355,75.1362,14383.64558,0.5,7191.8228,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.3502,75.1376,14357.3715,0.5,7178.6858,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.355,75.1362,14356.91264,0.5,7178.4563,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.3502,75.1376,14357.3715,0.5,7178.6858,2,4
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.355,75.1362,14356.91264,0.5,7178.4563,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Team Golf Texas Longhorns Putter Grip,24.98999977,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.3502,75.1376,14384.10434,0.5,7192.0522,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Team Golf Texas Longhorns Putter Grip,24.98999977,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.355,75.1362,14383.64558,0.5,7191.8228,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.3502,75.1376,14384.10434,0.5,7192.0522,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.355,75.1362,14383.64558,0.5,7191.8228,2,4
6,4,Late delivery,1,Panorama City,USA,91402,37.73804474,-120.9601974,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Team Golf San Francisco Giants Putter Grip,24.98999977,Standard Class,12-01-2023,12:47:00,18-01-2023,12:47:00,6,Delayed,8.5241,76.9366,14545.10127,1,14545.1013,4,10
2,4,Advance shipping,0,Wyandotte,USA,48192,42.23049164,-83.1519165,Pacific Asia,Bijapur,India,South Asia,Karnataka,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,28-11-2022,3:33:00,30-11-2022,3:33:00,2,On time,16.83,75.71,13099.18331,1,13099.1833,4,6
2,4,Advance shipping,0,Wyandotte,USA,48192,42.23049164,-83.1519165,Pacific Asia,Bijapur,India,South Asia,Karnataka,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,28-11-2022,3:33:00,30-11-2022,3:33:00,2,On time,16.83,75.71,13099.18331,1,13099.1833,4,6
3,4,Advance shipping,0,Poway,USA,92064,32.95650864,-117.0242767,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,07-02-2023,4:20:00,10-02-2023,4:20:00,3,On time,12.8681,74.8425,14766.1099,1,14766.1099,4,7
3,4,Advance shipping,0,Poway,USA,92064,32.95650864,-117.0242767,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,07-02-2023,4:20:00,10-02-2023,4:20:00,3,On time,12.8681,74.8425,14766.1099,1,14766.1099,4,7
2,4,Advance shipping,0,Wyandotte,USA,48192,42.23049164,-83.1519165,Pacific Asia,Bijapur,India,South Asia,Karnataka,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,28-11-2022,3:33:00,30-11-2022,3:33:00,2,On time,16.83,75.71,13099.18331,1,13099.1833,4,6
2,1,Late delivery,1,New York,USA,10040,40.85889053,-73.93106842,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,First Class,02-01-2023,14:12:00,04-01-2023,14:12:00,2,On time,11.1085,77.3411,13527.09775,0.5,6763.5489,2,4
1,0,Late delivery,1,Los Angeles,USA,90011,34.04079056,-118.2533493,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Same Day,14-01-2023,12:05:00,15-01-2023,0:05:00,1,On time,11.0167,76.9556,14753.39497,0,0,1,2
0,0,Shipping on time,0,Dubuque,USA,52001,42.5338707,-90.68960571,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Same Day,21-02-2023,4:40:00,21-02-2023,16:40:00,0,On time,15.85,74.5,13348.35922,0,0,1,1
1,0,Late delivery,1,Ypsilanti,USA,48197,42.24398804,-83.61991119,Pacific Asia,Bijapur,India,South Asia,Karnataka,PENDING_PAYMENT,Sports Books ,31.07999992,Same Day,15-12-2024,21:05:00,16-12-2024,9:05:00,1,On time,16.83,75.71,13112.68281,0,0,1,2
1,0,Late delivery,1,El Paso,USA,79927,31.65174103,-106.2676239,Pacific Asia,Bijapur,India,South Asia,Karnataka,PENDING_PAYMENT,Rock music,260.6499939,Same Day,26-11-2024,17:47:00,27-11-2024,5:47:00,1,On time,16.83,75.71,14620.03491,0,0,1,2
1,0,Late delivery,1,Los Angeles,USA,90011,34.04079056,-118.2533493,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Same Day,14-01-2023,12:05:00,15-01-2023,0:05:00,1,On time,11.0167,76.9556,14753.39497,0,0,1,2
1,0,Late delivery,1,Los Angeles,USA,90011,34.04079056,-118.2533493,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Same Day,14-01-2023,12:05:00,15-01-2023,0:05:00,1,On time,11.0167,76.9556,14753.39497,0,0,1,2
5,2,Late delivery,1,Hampton,USA,23666,38.8540535,-77.28582764,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,15-12-2022,1:15:00,20-12-2022,1:15:00,5,Delayed,12.9789,77.5917,13688.61842,0.8,10950.8947,3,8
5,2,Late delivery,1,San Jose,USA,95127,37.28772354,-121.7644043,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,07-12-2022,23:20:00,12-12-2022,23:20:00,5,Delayed,9.9312,76.2673,14438.07035,0.8,11550.4563,3,8
5,2,Late delivery,1,San Jose,USA,95127,37.28772354,-121.7644043,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,07-12-2022,23:20:00,12-12-2022,23:20:00,5,Delayed,9.9312,76.2673,14438.07035,0.8,11550.4563,3,8
5,2,Late delivery,1,Hampton,USA,23666,38.8540535,-77.28582764,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,15-12-2022,1:15:00,20-12-2022,1:15:00,5,Delayed,12.9789,77.5917,13688.61842,0.8,10950.8947,3,8
5,2,Late delivery,1,Hampton,USA,23666,38.8540535,-77.28582764,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,15-12-2022,1:15:00,20-12-2022,1:15:00,5,Delayed,12.9789,77.5917,13688.61842,0.8,10950.8947,3,8
5,2,Late delivery,1,San Jose,USA,95127,37.28772354,-121.7644043,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,07-12-2022,23:20:00,12-12-2022,23:20:00,5,Delayed,9.9312,76.2673,14438.07035,0.8,11550.4563,3,8
2,4,Advance shipping,0,Yonkers,USA,10701,40.93531036,-73.8874588,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Hirzl Men's Hybrid Golf Glove,14.98999977,Standard Class,25-12-2022,10:42:00,27-12-2022,10:42:00,2,On time,12.9789,77.5917,13340.88524,1,13340.8852,4,6
2,4,Advance shipping,0,Alhambra,USA,91801,34.0986023,-118.145752,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PROCESSING,Clicgear 8.0 Shoe Brush,9.989999771,Standard Class,02-02-2023,1:22:00,04-02-2023,1:22:00,2,On time,11.65,78.15,14644.33715,1,14644.3371,4,6
2,1,Late delivery,1,York,USA,17404,39.95479965,-76.75787354,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,Clicgear 8.0 Shoe Brush,9.989999771,First Class,17-11-2022,20:55:00,19-11-2022,20:55:00,2,On time,11.1085,77.3411,13739.96425,0.5,6869.9821,2,4
3,4,Advance shipping,0,Hayward,USA,94541,37.67551041,-122.0496826,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING,Clicgear 8.0 Shoe Brush,9.989999771,Standard Class,03-11-2022,18:50:00,06-11-2022,18:50:00,3,On time,15.85,74.5,13816.87727,1,13816.8773,4,7
3,4,Advance shipping,0,Fort Worth,USA,76106,32.8013916,-97.3302536,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Industrial consumer electronics,252.8800049,Standard Class,26-12-2024,4:04:00,29-12-2024,4:04:00,3,On time,15.3502,75.1376,14601.30517,1,14601.3052,4,7
3,4,Advance shipping,0,Fort Worth,USA,76106,32.8013916,-97.3302536,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Industrial consumer electronics,252.8800049,Standard Class,26-12-2024,4:04:00,29-12-2024,4:04:00,3,On time,15.355,75.1362,14600.75518,1,14600.7552,4,7
6,4,Late delivery,1,Chicago,USA,60629,41.77735519,-87.69663239,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Adult dog supplies,84.40000153,Standard Class,09-01-2025,10:43:00,15-01-2025,10:43:00,6,Delayed,12.9789,77.5917,13742.47521,1,13742.4752,4,10
3,4,Advance shipping,0,Brooklyn,USA,11220,40.6416893,-74.01692963,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Adult dog supplies,84.40000153,Standard Class,09-01-2025,9:40:00,12-01-2025,9:40:00,3,On time,12.9789,77.5917,13374.28242,1,13374.2824,4,7
2,4,Advance shipping,0,Richardson,USA,75080,32.27331924,-95.93034363,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,CLOSED,Summer dresses,215.8200073,Standard Class,30-01-2025,6:18:00,01-02-2025,6:18:00,2,On time,8.5241,76.9366,15415.8751,1,15415.8751,4,6
4,4,Shipping on time,0,South Richmond Hill,USA,11419,40.68805313,-73.82411957,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,CLOSED,Baby sweater,59.08000183,Standard Class,17-12-2024,11:58:00,21-12-2024,11:58:00,4,Delayed,13.0825,80.275,13467.91169,1,13467.9117,4,8
3,4,Advance shipping,0,New York,USA,10031,40.82476044,-73.94992065,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,01-01-2023,21:44:00,04-01-2023,21:44:00,3,On time,11.0167,76.9556,13522.27981,1,13522.2798,4,7
4,4,Shipping on time,0,Richmond,USA,40475,37.79573441,-84.39885712,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Summer dresses,215.8200073,Standard Class,30-01-2025,3:30:00,03-02-2025,3:30:00,4,Delayed,12.9789,77.5917,14064.7569,1,14064.7569,4,8
